LTE NE NAME,ETHPORT CN,ETHPORT SRN,ETHPORT SN,ETHPORT SBT,ETHPORT PN,ETHPORT PA,ETHPORT MTU,ETHPORT SPEED,ETHPORT DUPLEX,ETHPORT ARPPROXY,ETHPORT FC,ETHPORT FERAT,ETHPORT FERDT,ETHPORT RXBCPKTALMOCRTHD,ETHPORT RXBCPKTALMCLRTHD,ETHPORT USERLABEL,ETHPORT FIBERSPEEDMATCH,ETHPORT AUTOCFGFLAG
LDELE34316,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34168,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34168,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS38293,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34166,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIE30718,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM24263,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34164,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW14502,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34287,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW14496,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34389,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN12008,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS16228,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS16207,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW34227,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS16222,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14037,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW24283,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34288,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN20169,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE54007,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW24276,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW34231,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW34231,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW24578,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34289,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE17103,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE24882,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW30915,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW10601,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW32379,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM17042,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS16209,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34157,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIE12314,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE17097,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW10869,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN32194,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIE30949,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM24653,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14035,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14050,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14050,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW20809,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW20809,0,0,1,ETH_COVERBOARD,0,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW10235,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW24560,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34285,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34285,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM27254,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM24468,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW24541,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW10951,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN10931,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN10931,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW34235,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW12170,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14036,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34295,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN10120,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE24351,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW20293,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW24278,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE47279,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS26088,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIE30270,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34303,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34301,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34309,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN32551,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34306,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34320,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE54834,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34296,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS17508,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM24187,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW34656,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW27338,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS16225,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE54004,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW10602,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS17507,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINI26424,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14054,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM14242,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM27255,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14030,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW14500,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14042,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINI16310,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34167,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW14487,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14384,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINI16324,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW24970,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS16615,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIE20048,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS16241,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW14975,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM24262,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN10838,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW32125,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN10855,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14034,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE24807,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE54400,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS27454,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34312,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN10350,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS27452,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINI16306,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE54392,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINI16314,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34317,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE44777,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS27462,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIE10938,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINI16321,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINI16308,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM24100,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS27469,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINI26423,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINI26422,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINI16320,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM14240,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIE22060,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE47271,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN10974,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN12459,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34338,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINI26414,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIE12044,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW20920,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINI16629,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN10113_Tagmoa5,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM24213,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE37188,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS16213,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW20932,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW20932,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIE30477,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN32205,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN22206,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIE12315,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW30906,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LSINS27455,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM24383,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE54399,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIE32145,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE57051,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14068,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14068,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
HU_SV,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE34322,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN20409,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW34232,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW34237,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW10249,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM24465,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN10582,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN10836,0,0,7,BASE_BOARD,0,COPPER,1500,100M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN10836,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELW34238,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE54825,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN12366,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELM14249,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW32291,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIW32291,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN13000,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN32193,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE18112,0,0,7,BASE_BOARD,0,COPPER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE14048,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LDELE54006,0,0,7,BASE_BOARD,1,FIBER,1500,AUTO,AUTO,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
LCAIN10111,0,0,7,BASE_BOARD,1,FIBER,1500,1000M,FULL,DISABLE,OPEN,10,8,320,288,,DISABLE,MANUAL_CREATED
